Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,7/22/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Costa Rica,CRI,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,3566067758,3531978274,3819775166,4002540391,4168607878,4578366078,4938715907,5217759575,5655269642,5970705302,6418695343,6853786954,7414292745,7985854331,8428661968,8605669857,9080493234,9889063432,10508878959,11027925516,11110843981,10859554966,10068374612,10356631443,10998919026,11113463118,11756371347,12564673565,13044567823,13705362955,14240546112,14606801562,15943618404,17125627342,17935601261,18638836380,18804084964,19853011874,21520237603,23289674728,23709080919,23964284593,24659772488,26239110276,27356752786,28967074476,31510279611,34010727595,34939771576,34584881726,36298327620,37938194036,39898681618,41270108616,42715533186,43893390016
Caribbean small states,CSS,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,22129171373,22849542918,24156044454,25429369897,26790748201,27303460047,29774106965,29509758691,28698719938,28397922650,28321536139,29515835034,31302011255,32366223646,31992896939,32255676831,32665778833,31744247267,31819298190,31533161852,31786704046,32134075176,32797037425,34290711702,34840411845,35394302718,35321794167,36341609045,37312101438,38414386803,39703202913,40940611906,42076946638,43774875571,45427238251,46368024606,48138284620,51048290384,53193969323,55163532153,58970275399,60881634366,61723406238,59521234618,59631444333,60326538372,61047983682,61848825594,62641990818,63470247400
Cuba,CUB,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,19601614489,21284189348,22311510348,23077796647,23304995600,25513476339,26898337738,29241049233,31169788379,31508972866,29980963184,35883715498,39083909484,41198923782,44465881667,45175857079,45218911281,44132674927,45768028814,46079289523,44720611824,39938772125,35313621492,30059597181,30275103462,31019023615,33450527344,34382125872,34435666017,36567648158,38730941118,39963448818,40534362975,42071168462,44499044621,49483699922,55454307107,59481474881,61930224929,62827666171,64328200000,66131296504,68124752000,69954605015,,
Curacao,CUW,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,3876856639,4662551734,5425438493,5847396728,6426614668,6796353536,6967417649,7386975263,7799329645,8482386698,8896542687,9226066205,9877910923,10732031936,11584952182,12442701985,12534715946,13712979098,13808969992,14623699052,15515744854,15767878562,16146695644,16968828116,17764001782,18771821147,19443112112,20069298195,20628869708,21532290222,22364106162,23374254602,24527557385,25423474626,24907637952,25247424011,25349522712,24728953808,23260282189,22679459776,23039202805
Czech Republic,CZE,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144131000000,127391000000,126745000000,126824000000,130514000000,138633000000,144571000000,143596000000,143142000000,145201000000,151436000000,156057000000,158627000000,164340000000,172471000000,183582000000,196206000000,207055000000,212668000000,202371000000,207016000000,211087000000,209187000000,208082000000,212198000000,221106000000
Germany,DEU,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,1534140000000,1582200000000,1650240000000,1729080000000,1744470000000,1729350000000,1814940000000,1875690000000,1932130000000,2012320000000,2040670000000,2051470000000,2043370000000,2075500000000,2134090000000,2183770000000,2233720000000,2265040000000,2349010000000,2440540000000,2568790000000,2700010000000,2751950000000,2725640000000,2792620000000,2841140000000,2864380000000,2917350000000,2975100000000,3034220000000,3124090000000,3177060000000,3177060000000,3154510000000,3191410000000,3213970000000,3332890000000,3441560000000,3478810000000,3283340000000,3417300000000,3542370000000,3556720000000,3567320000000,3624390000000,3685560000000
Djibouti,DJI,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921610914,882187932,882029429,823631308,815911061,787449953,755042459,749410808,750155561,766501497,769691783,785453258,806020841,831813180,863642313,891016329,933783908,981407460,1038328726,1090583938,1128611700,1179032592,1236125825,1297930970,1375809351,
Dominica,DMA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,184953233,206726848,168597830,192641035,215920488,224847552,230899764,243429294,246556291,264006898,283856764,308152113,307402792,323556496,325523496,332188124,337772020,342606636,349372155,358601809,363947909,382065553,384676187,386119919,387946664,381145338,410444792,423784839,423410882,435815497,463519139,496184627,490395806,493703704,493703704,487501396,490395806,509416217,523474781
Denmark,DNK,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,96517449733,102674000000,108492000000,109184000000,119305000000,124740000000,128159000000,132544000000,137812000000,146525000000,149494000000,153982000000,160410000000,166441000000,165083000000,163066000000,173003000000,176426000000,180439000000,187566000000,186652000000,184997000000,191867000000,196955000000,205160000000,213416000000,223979000000,224628000000,224308000000,225593000000,229219000000,232200000000,236787000000,236575000000,249646000000,257298000000,264760000000,273394000000,279458000000,287697000000,298476000000,300933000000,302337000000,303516000000,311526000000,319118000000,331234000000,333964000000,331567000000,314697000000,319811000000,323496000000,323258000000,322470000000,326540000000,330388000000
Dominican Republic,DOM,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,4210329173,4112933786,4814075518,5127130162,5473973602,4790721308,5435712638,5616588274,5630004084,6243192930,7381119906,8183555852,9034168075,10199193045,10811338708,11372798918,12137974778,12742662457,13015442679,13605224347,14689389099,15318075486,15578284956,16299239626,16503452143,16153160599,16722073817,18413907455,18810904548,19638685704,18567530435,18742833711,20713301929,22209345298,22720883465,23969084576,25678408049,27733778299,29678081930,31671070219,33462577522,34067992342,36039918367,35948608059,36420238778,39793754472,44040207629,47772449978,49274277962,49735377437,53864484468,55383939355,56840263481,59555944572,63927874022,68372979594
Algeria,DZA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,27442864627,23709141781,19041987306,25576003182,27069491640,28749667432,27368254266,29955365095,33189417778,35988374401,39177900624,34738370951,44265011198,45952914113,49397047208,51889296986,56241125965,59198613933,64653668944,69488358168,70037737971,72138867372,76755757852,80900571098,85431000272,88591944935,88946313603,88323691610,87440449843,91287831525,92018134707,90913916553,92550369143,90606810687,89791352520,93203419236,97024757999,98092030277,103095000000,106394000000,110437000000,113750000000,120120000000,128768000000,134305000000,142230000000,144647000000,149565000000,153155000000,155605000000,161207000000,165882000000,171522000000,176325000000,183025000000,190163000000
East Asia & Pacific (excluding high income),EAP,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,2.44E+11,214977000000,214414000000,227218000000,250906000000,276473000000,298541000000,295718000000,303097000000,336709000000,381022000000,405888000000,427200000000,465115000000,485250000000,518229000000,534402000000,575845000000,632727000000,677740000000,727336000000,769657000000,815140000000,883497000000,968349000000,1041850000000,1114950000000,1215940000000,1336210000000,1419970000000,1502060000000,1627890000000,1806030000000,2006260000000,2222800000000,2440850000000,2658490000000,2845770000000,2895150000000,3070490000000,3298950000000,3518640000000,3793520000000,4123070000000,4488780000000,4921820000000,5449300000000,6110100000000,6623840000000,7123890000000,7820050000000,8480170000000,9110170000000,9760330000000,10416500000000,11089400000000
Early-demographic dividend,EAR,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,1.08E+12,1128680000000,1174660000000,1235510000000,1338310000000,1412250000000,1467250000000,1546110000000,1653440000000,1754510000000,1865950000000,1962740000000,2085930000000,2226980000000,2371420000000,2461560000000,2625520000000,2729890000000,2784730000000,2870540000000,2952010000000,3066350000000,3091990000000,3128920000000,3202790000000,3240790000000,3316590000000,3423270000000,3536170000000,3605390000000,3800540000000,3982970000000,4161760000000,4313200000000,4444450000000,4573740000000,4826890000000,5067400000000,5159130000000,5253870000000,5487900000000,5552300000000,5650020000000,5902650000000,6305530000000,6721230000000,7167960000000,7627310000000,7910970000000,8023830000000,8545650000000,8994960000000,9368180000000,9726530000000,10093300000000,10517500000000
East Asia & Pacific,EAS,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,1.30E+12,1380400000000,1465430000000,1580000000000,1748380000000,1862220000000,2030720000000,2203740000000,2432410000000,2715680000000,2776040000000,2918690000000,3137340000000,3381520000000,3398770000000,3519200000000,3669020000000,3860690000000,4081840000000,4318590000000,4470250000000,4674170000000,4859130000000,5050170000000,5341570000000,5675820000000,5921590000000,6250520000000,6733580000000,7102310000000,7498080000000,7833200000000,8103990000000,8398820000000,8759590000000,9170320000000,9613700000000,9976090000000,9919340000000,10220900000000,10695100000000,10982300000000,11391700000000,11889300000000,12513800000000,13129700000000,13879400000000,14811300000000,15341700000000,15544600000000,16674000000000,17427800000000,18250700000000,19074700000000,19837000000000,20607800000000
Europe & Central Asia (excluding high income),ECA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2454790000000,2418450000000,2289850000000,2047030000000,1932790000000,1728380000000,1705760000000,1705540000000,1750460000000,1719280000000,1756930000000,1898630000000,1951660000000,2057140000000,2196160000000,2376150000000,2541600000000,2747210000000,2957390000000,3086960000000,2897930000000,3053600000000,3216760000000,3308460000000,3394900000000,3447680000000,3425120000000
Europe & Central Asia,ECS,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,8428210000000,8742040000000,9159940000000,9710300000000,9938540000000,9890660000000,10364300000000,10663400000000,11003600000000,11413900000000,11577800000000,11635300000000,11747400000000,11971800000000,12290200000000,12627400000000,12977700000000,13375000000000,13936800000000,14432200000000,14763500000000,14824400000000,14732300000000,14607900000000,14766300000000,15084100000000,15355300000000,15796700000000,16193500000000,16663200000000,17383000000000,17773800000000,18079600000000,18415700000000,19009900000000,19526400000000,20298500000000,21053500000000,21267600000000,20310200000000,20831900000000,21306400000000,21333600000000,21461100000000,21763400000000,22086100000000
Ecuador,ECU,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,10202243247,10359671885,10831957305,11251766964,12130742580,12703067759,12659937587,13244962664,13497867067,14128114603,15098988654,16049108549,16854395152,19205698245,21358370782,23701844117,25455113995,25863628384,27339620381,28360495038,29412295888,31063168090,31254158536,31148873036,31966616074,33224502867,34375659634,34286592743,36306233274,36671393361,38020869119,39652474795,40490851303,41289824101,43048048229,44017726512,44780002397,46718020342,48244078213,45957605226,46459371078,48325007475,50304775101,51674512422,55917517446,58876285669,61468918472,62815127109,66808366776,67186830557,69555367000,75028081292,79261137178,82870352926,85915823595,86165289702
"Egypt, Arab Rep.",EGY,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,23573024668,23822108115,23971219032,24623575735,26301069191,27773538668,28729201721,29312087516,29518810096,30252499717,32956822959,37777499132,42626981007,45090696924,47813659681,52600445446,54576160668,59983114173,64422548089,68346857409,72859151049,74787423721,76671634175,80735782004,84750270728,89582522080,90548972356,94562099271,97305147975,101171000000,105868000000,111150000000,117253000000,121986000000,129433000000,136381000000,141203000000,144550000000,149166000000,155270000000,162213000000,173313000000,185597000000,198871000000,208189000000,218888000000,222865000000,227754000000,232552000000,237735000000,247720000000
Euro area,EMU,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,2.87E+12,3059640000000,3255130000000,3442870000000,3631800000000,3812080000000,4012780000000,4223920000000,4458020000000,4768010000000,5035070000000,5226730000000,5484040000000,5822440000000,6009750000000,5964090000000,6263550000000,6456320000000,6658440000000,6914580000000,7063810000000,7100250000000,7151420000000,7250500000000,7422200000000,7593510000000,7784180000000,7982390000000,8326640000000,8668370000000,8978430000000,9216910000000,9347110000000,9285370000000,9514740000000,9749460000000,9918630000000,10188800000000,10491500000000,10805000000000,11222900000000,11465300000000,11581700000000,11665600000000,11932600000000,12135700000000,12529700000000,12912600000000,12973900000000,12384600000000,12640400000000,12842000000000,12728800000000,12688000000000,12801900000000,13014000000000
Eritrea,ERI,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1179433457,1338123428,1622092105,1668457645,1822937442,1967107820,2001976435,2002246306,1939336012,2109133320,2172521829,2114830168,2145531909,2200767545,2179437333,2210534026,1994276818,2071584990,2117039512,2300794306,,,,
Spain,ESP,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,2.24E+11,250699000000,275652000000,302105000000,318142000000,338036000000,362530000000,378265000000,403219000000,439134000000,457977000000,479270000000,518330000000,558700000000,590092000000,593291000000,612892000000,630290000000,639511000000,639777000000,653908000000,653041000000,661181000000,672885000000,684894000000,700793000000,723592000000,763731000000,802638000000,841381000000,873197000000,895429000000,903749000000,894427000000,915743000000,940995000000,966163000000,1001810000000,1044950000000,1091810000000,1149560000000,1195550000000,1229980000000,1269190000000,1309380000000,1358130000000,1414820000000,1468150000000,1484530000000,1431480000000,1431670000000,1417350000000,1380220000000,1357140000000,1375610000000,1419820000000
Estonia,EST,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10488278146,11046662252,12350013245,12858503311,12748370861,14095629139,14987695364,15898410596,17077470199,18152450331,19854013245,21893390728,23589735099,22311298013,19026092715,19494662252,20972966887,22059907285,22405761589,23056993377,23303205298
Ethiopia,ETH,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,8227603582,8302969571,8986719590,8730775889,7757787406,8507314753,9686371612,9735159433,9700011206,9964477335,9253264787,8450777237,9561448857,9866455688,10471023887,11772171511,12141100403,11721244257,12326311978,13074915713,14160304517,14374794288,14064103274,15972968199,17860775923,19795942248,22063798450,24444156129,26595865977,29933790334,33279878092,36157859262,39984181570,44094230374,48330591495
European Union,EUU,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,4.12E+12,4355350000000,4574490000000,4809980000000,5077790000000,5300870000000,5528750000000,5775130000000,6067610000000,6418760000000,6757380000000,7003390000000,7333310000000,7780690000000,7954540000000,7892350000000,8257180000000,8491340000000,8764220000000,9099390000000,9232050000000,9260490000000,9352400000000,9523380000000,9756870000000,10010600000000,10278100000000,10583300000000,11051300000000,11461900000000,11800500000000,11966800000000,12095100000000,12077800000000,12422900000000,12756600000000,13013900000000,13376300000000,13779900000000,14193900000000,14745400000000,15074800000000,15276400000000,15477000000000,15873200000000,16205600000000,16754100000000,17276400000000,17363200000000,16600800000000,16946100000000,17244500000000,17162200000000,17194300000000,17427800000000,17767400000000
Fragile and conflict affected situations,FCS,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280794000000,271218000000,315267000000,251362000000,264706000000,282079000000,292116000000,301922000000,321832000000,348068000000,392602000000,420835000000,426601000000,436224000000,429999000000,404975000000,462396000000,490318000000,520442000000,546484000000,574421000000,598013000000,630599000000,587395000000,658188000000,678055000000,673773000000,687132000000
Finland,FIN,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,54024056185,58132407637,59865884372,61832538321,65071751219,68522413656,70148329258,71669726483,73320488115,80354333545,84640359603,86635265430,93336923841,99855414040,103087000000,104948000000,105309000000,105562000000,108644000000,116381000000,122653000000,124241000000,128077000000,132074000000,136319000000,141140000000,144988000000,150148000000,157971000000,166008000000,167130000000,157245000000,152017000000,150901000000,156845000000,163444000000,169424000000,180016000000,189788000000,198223000000,209392000000,214796000000,218405000000,222760000000,231506000000,237942000000,247591000000,260428000000,262305000000,240615000000,247815000000,254185000000,250560000000,248661000000,246925000000,248273000000
Fiji,FJI,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,697947691.7,722498563,748552610,796151354,834981895,812435141,812435141,920910122,993811415,1019614843,1149133521,1228297185,1320238655,1473556228,1511885651,1519901818,1561488810,1653679288,1684493961,1890420331,1860108267,1977852926,1859607267,1785964553,1935860997,1846550519,1989656461,1858040288,1875798630,2015332404,2132221692,2074651680,2201205447,2248091808,2362744488,2421813085,2538060114,2482222789,2514491743,2735766983,2689258965,2743044113,2830821541,2859129727,3010663631,3031738276,3087900696,3061633357,3093253732,3050380075,3140508836,3044714645,3094495437,3260220628,3486534534,3605758855
France,FRA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,6.08E+11,641702000000,684518000000,721120000000,768125000000,804827000000,846790000000,886489000000,924245000000,988855000000,1045490000000,1101380000000,1151400000000,1224050000000,1276580000000,1264070000000,1318610000000,1364120000000,1418390000000,1468870000000,1492200000000,1508280000000,1546120000000,1565540000000,1589410000000,1615210000000,1653190000000,1695790000000,1776070000000,1853390000000,1907400000000,1927220000000,1958050000000,1946050000000,1991690000000,2033220000000,2061440000000,2109630000000,2184650000000,2259080000000,2346620000000,2392490000000,2419250000000,2439070000000,2507040000000,2547340000000,2607840000000,2669420000000,2674640000000,2595970000000,2646990000000,2702030000000,2706970000000,2722570000000,2729630000000,2761190000000
Faroe Islands,FRO,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2301178416,,,,,
"Micronesia, Fed. Sts.",FSM,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,203119277,205556221,210795650,218228329,226392091,243207004,252954780,273546956,272084790,291359311,282293514,265170327,273008026,276785777,289416092,294472750,296239291,301648210,291901165,298207854,297720587,291588505,284124877,286858031,294117200,300148271,301841613,291091467,281185922,
Gabon,GAB,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,2185116066,2507788728,2694599217,2858765931,2988967100,3238047761,3384019102,3523276660,3611668656,3903596599,4242403105,4677619824,5207920212,5738213230,8004066950,9540056595,12938733999,11310770691,8590620140,8631374495,8851728062,9302752754,9014598090,9520158447,10235017844,9996240064,9915910505,8215724304,9271063112,10063304195,10585814826,11232873126,10885760986,11315373531,11735485610,12319190798,12765767504,13498314144,13967763047,12720075460,12480560713,12747049817,12715305435,13001060310,13090708219,13601338190,13106978860,13848696553,13390522032,13407974049,14358584300,15376859682,16184310412,17096848844,17834556864,18522379317
United Kingdom,GBR,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,7.27E+11,745418000000,755317000000,785199000000,824760000000,847762000000,865135000000,885128000000,920398000000,939289000000,981578000000,1015750000000,1058690000000,1127930000000,1099490000000,1082460000000,1115240000000,1144200000000,1191450000000,1235250000000,1208460000000,1198220000000,1223090000000,1274480000000,1303290000000,1356900000000,1399890000000,1477730000000,1565210000000,1604640000000,1613520000000,1593240000000,1600350000000,1642520000000,1708610000000,1751700000000,1798430000000,1854170000000,1916770000000,1976430000000,2051520000000,2108100000000,2160670000000,2232770000000,2288330000000,2356890000000,2419630000000,2482200000000,2470610000000,2367050000000,2403500000000,2450910000000,2479810000000,2533370000000,2605640000000,2666330000000
Georgia,GEO,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,7010305063,7538575805,8009736759,8366677446,8766449822,9822992545,10065712416,10351263975,11022311736,11993189294,12878400036,13663668750,14605990519,15691088206,16847575709,17618565634,18546610128,18917827678,19731651218,20802472730,21830459251,20045758979,20302754198,21430685500,19888704410,16947517873,13371591506,7367746932,5208996973,4667261638,4788610217,5324934691,5885066735,6067792374,6241892899,6356640224,6662105528,7026778397,7803806728,8260901423,9053918287,9903472455,11125957083,11383417007,10953604844,11638536891,12479016520,13271494211,13721005523,14355373149,14753724432
Ghana,GHA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,7006635823,7246940591,7544728874,7877147681,8051179672,8161400230,7813864110,8054168878,8083877512,8569409339,9402653507,9893107625,9647001199,9925277071,10605408353,9286983330,8959135842,9162876199,9939515685,9689542688,9735247868,9394215617,8743792969,8344749210,9066367194,9527991912,10023367521,10503977858,11095159459,11659445145,12047566840,12683898393,13175959989,13814994123,14270888872,14857767623,15541590590,16193771305,16954941838,17700958746,18355894240,19090130010,19949185803,20986543461,22161789893,23469336373,24971353346,26056812916,28440958948,29819138460,32174772956,36694042412,40103840659,43036444041,44751818870,46489399741
Gibraltar,GIB,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,2093182838,2162256592,2298654261,2390680333,2494054850,2559235054,2642946284,2776260314,2886480600,3019480193,3154196569,3317634528,3438533152,3569610175,3658959679,3792817102,3988701293,4038504267,4133010005,4256887580,4363170508,4439861186,4659054145,4645999835,4735956493,4921073735,5115166394,5232815182,5253746370,5258999828
"Gambia, The",GMB,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,172511783,172511783,189031759,193635671,205551713,205416302,205912803,224960415,238185373,267704709,287384286,297269087,316045929,311848261,331401395,342410198,339792189,376772547,390092426,386923843,402753171,412638073,431111166,456528281,472775572,487464894,503934817,519113843,519915076,524499937,536162433,562434387,582119582,619375231,653440870,691340442,668871876,714823372,765218419,758012542,766533359,794366381,839920448,894092763,952429030,911201532,964618264,1010735774,1019604582,
Guinea-Bissau,GNB,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,347351026,333766240,355043374,358983974,375350919,404799392,424810469,394351261,446113979,455010136,382423954,451900934,470881144,454879250,496315215,516994153,512890007,527763817,552040953,585715451,621444094,653137742,660322257,674189025,695763074,726376649,810636340,863327702,620732793,627098640,661131204,675602750,668946864,672749895,691327224,720815269,737464301,761097588,785490085,811524428,847491367,926597015,909936793,917400753,940712596,985836508
Equatorial Guinea,GNQ,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,142222518,150427933,153739868,161433607,163066317,184110316,179819522,187797642,192784161,190414501,187065940,185153679,249485917,277012230,323186943,379700264,632504689,1581090716,1956986849,2459228256,2907146680,4749692624,5674117416,6465954705,8922935172,10417410869,11220063793,12594765185,13842701827,13214974204,12709498548,12960593573,13705469472,12813586083,12777156073,11219128487
Greece,GRC,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,56491515458,62790058100,63752955512,70214990313,76013583121,83153281183,88224672190,93060652161,99262315691,109089000000,117763000000,126997000000,139900000000,151221000000,141485000000,150493000000,160805000000,165534000000,177530000000,183357000000,184599000000,181731000000,179672000000,177734000000,181308000000,185858000000,186820000000,182600000000,190429000000,197666000000,197666000000,203793000000,205220000000,201936000000,205975000000,210300000000,216319000000,226019000000,234822000000,242038000000,251525000000,261917000000,272192000000,287964000000,302538000000,304350000000,321554000000,332080000000,330967000000,316733000000,299379000000,272039000000,252178000000,244113000000,245710000000,245141000000
Grenada,GRD,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,249333655,262834373,278635676,277393877,279758067,293537433,302126634,316582579,342167086,370394472,411692697,425806390,451661538,475144529,486058131,484617345,471825071,484816332,496955842,517119375,540952626,576341238,634393201,646274760,633194805,654959759,716944976,712303114,806847561,774430776,822062785,829864580,774978092,771015889,776912814,767937178,786001371,830684138,859018655
Greenland,GRL,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2287220565,,,,,
Guatemala,GTM,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,6155035024,6419610334,6646639935,7280798771,7618117627,7950402344,8388636789,8733592265,9499182025,9949149634,10517035515,11104280964,11918563619,12726980044,13538328827,13802324998,14821939407,15979417365,16777859286,17568676316,18229254709,18347172213,17699500703,17244253360,17329905178,17224307315,17248946618,17860246406,18555436326,19287001014,19885392406,20612849524,21610169022,22458828884,23364759980,24520976227,25246252733,26348021907,27663717711,28727958128,29764712430,30458996427,31636732056,32437391291,33459844422,34550672494,36409421545,38704692064,39974623903,40184907621,41338008617,43058516769,44337293327,45976702691,47895848025,49882943532
Guam,GUM,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,954522047.1,999284591,1010325944,886271484,986954427,1090989479,1148083946,1197607946,1209881362,1294505143,1349592251,1391603045,1345434235,1362181115,1467107746,1591562812,1616023752,1573382062,1544963812,1516602969,1542899192,1565983524,1359428191,1267090572,1203371908,1232248833,1221151172,1232134164,1186624881,1127953245,1093685068,1159137853,1249915116,1352581119,1467865792,1541058184,1662546993,1766072935,1735898394,1787452510,1762844160,1802508141,1821452515,1803142268,1862536418,1826088235,1919759428,2054532558,2095143415,2164673351,2259288396,2382128754,2496863007,2627239852,2728149909,2810153023
High income,HIC,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,8.90E+12,9319690000000,9866020000000,10387300000000,11058600000000,11671200000000,12378600000000,12939900000000,13727100000000,14523000000000,15037300000000,15621900000000,16490300000000,17528200000000,17739700000000,17778100000000,18665600000000,19395400000000,20225500000000,21054100000000,21353900000000,21782900000000,21807100000000,22413900000000,23441600000000,24333400000000,25085400000000,25951300000000,27205600000000,28287300000000,29184300000000,29596400000000,30213200000000,30620200000000,31599300000000,32473700000000,33423300000000,34570000000000,35469400000000,36648500000000,38104200000000,38681300000000,39301700000000,40128900000000,41451800000000,42578500000000,43889300000000,45082300000000,45242000000000,43711700000000,45004600000000,45822300000000,46411000000000,46959700000000,47804700000000,48719400000000
"Hong Kong SAR, China",HKG,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,17646914073,17963587597,18251600759,18871674771,21012392497,22946967034,24620544327,27233218366,30577436439,31315910642,31470018826,36556880968,40843484682,44217537723,49327657046,54313855535,59343749332,61094263257,64745875474,71203501724,71742527987,79674401051,90349564238,98039821040,100272000000,104113000000,110050000000,116911000000,124161000000,131655000000,134781000000,140520000000,147686000000,138998000000,142483000000,153402000000,154262000000,156818000000,161610000000,175671000000,188649000000,201916000000,214970000000,219544000000,214145000000,228638000000,239646000000,243721000000,251208000000,257776000000,263861000000
Honduras,HND,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,2234326592,2275788082,2406983761,2493164291,2628210164,2865725629,3019725205,3200230573,3411387650,3433747210,3558279639,3700433039,3913663273,4221662800,4169835906,4258681839,4705872947,5194525575,5714274287,5980812087,6020792667,6173311521,6087427397,6031158121,6293253629,6556829798,6604214489,7002540422,7325347220,7642230955,7649634779,7898403489,8342633065,8862381778,8746882151,9102265884,9429515073,9900398522,10187667041,9995167518,10569704557,10857538040,11265166702,11777398118,12511401250,13268415997,14139785191,15014801359,15650167710,15269613869,15839344592,16446892853,17125933704,17604014377,18147136062,18806832092
